seed,pass,contract,trump,pred_ev,actual_gp,p
102304,0,parti,acorns,0.8842,1.0000,0.9421
102309,1,,,0.0000,0.0000,0.0000
102298,0,ulti,leaves,3.9994,4.0000,1.0000
102306,0,ulti,hearts,7.2644,8.0000,0.9693
102303,0,parti,leaves,0.4767,1.0000,0.7384
102305,0,ulti,leaves,3.2745,4.0000,0.9395
102308,0,parti,leaves,0.6494,1.0000,0.8247
102307,0,parti,bells,0.9790,1.0000,0.9895
102310,1,,,0.0000,0.0000,0.0000
102311,0,ulti,leaves,1.8988,4.0000,0.8249
102314,0,ulti,leaves,2.9671,-8.0000,0.9139
102301,0,ulti,acorns,3.9038,4.0000,0.9920
102316,1,,,0.0000,0.0000,0.0000
102312,0,ulti,hearts,6.9766,8.0000,0.9574
102315,0,ulti,leaves,1.2471,-8.0000,0.7706
102313,0,parti,hearts,1.7178,-2.0000,0.9294
102321,0,betli,,3.2871,-5.0000,0.8287
102322,0,ulti,leaves,1.3431,-8.0000,0.7786
102317,0,parti,hearts,1.9881,2.0000,0.9970
102320,0,parti,hearts,1.4373,2.0000,0.8593
102323,0,ulti,hearts,7.8644,8.0000,0.9943
102325,1,,,0.0000,0.0000,0.0000
102324,0,parti,hearts,1.9655,2.0000,0.9914
102327,0,ulti,bells,1.8185,4.0000,0.8182
102326,0,ulti,bells,1.8314,-8.0000,0.8193
102330,1,,,0.0000,0.0000,0.0000
102318,0,parti,acorns,0.5819,1.0000,0.7910
102329,0,ulti,bells,2.8452,4.0000,0.9038
102328,0,ulti,acorns,3.4420,4.0000,0.9535
102336,1,,,0.0000,0.0000,0.0000
102335,0,ulti,hearts,3.9134,8.0000,0.8297
102319,0,ulti,hearts,7.9242,8.0000,0.9968
102333,0,ulti,leaves,3.3925,-8.0000,0.9494
102332,0,ulti,acorns,3.7514,4.0000,0.9793
102337,1,,,0.0000,0.0000,0.0000
102331,0,parti,acorns,0.5773,1.0000,0.7886
102334,0,ulti,leaves,2.6163,-8.0000,0.8847
102338,1,,,0.0000,0.0000,0.0000
102339,0,ulti,hearts,5.5056,8.0000,0.8961
102340,0,ulti,bells,1.1331,-8.0000,0.7611
102341,0,ulti,leaves,0.6342,-8.0000,0.7195
102347,1,,,0.0000,0.0000,0.0000
102346,0,ulti,bells,2.1895,4.0000,0.8491
102344,0,ulti,hearts,7.7557,8.0000,0.9898
102349,0,ulti,acorns,2.9069,4.0000,0.9089
102348,0,ulti,bells,3.2948,4.0000,0.9412
102345,0,parti,bells,0.7822,1.0000,0.8911
102351,0,ulti,hearts,5.3313,8.0000,0.8888
102343,0,ulti,bells,3.9906,4.0000,0.9992
102342,0,ulti,hearts,7.8176,8.0000,0.9924
102353,1,,,0.0000,0.0000,0.0000
102350,0,parti,leaves,0.4663,-1.0000,0.7331
102352,0,ulti,leaves,3.9422,4.0000,0.9952
102355,0,ulti,bells,2.2842,-8.0000,0.8570
102354,0,ulti,bells,1.4324,-8.0000,0.7860
102357,0,ulti,hearts,6.3233,8.0000,0.9301
102358,0,ulti,bells,3.2565,4.0000,0.9380
102356,0,ulti,hearts,7.3592,-16.0000,0.9733
102360,0,ulti,hearts,6.8830,8.0000,0.9535
102363,1,,,0.0000,0.0000,0.0000
102359,0,ulti,hearts,7.7720,8.0000,0.9905
102361,0,parti,hearts,0.8945,-2.0000,0.7236
102362,0,ulti,hearts,7.3715,8.0000,0.9738
102366,1,,,0.0000,0.0000,0.0000
102364,0,parti,hearts,1.4301,-2.0000,0.8575
102365,0,parti,hearts,0.0997,-2.0000,0.5249
102372,0,ulti,leaves,3.0250,-8.0000,0.9187
102367,0,ulti,leaves,3.0239,4.0000,0.9187
102373,1,,,0.0000,0.0000,0.0000
102369,0,parti,leaves,0.7991,1.0000,0.8995
102370,0,ulti,bells,3.9555,4.0000,0.9963
102371,0,parti,acorns,0.9715,1.0000,0.9858
102376,0,ulti,hearts,3.2289,8.0000,0.8012
102374,0,ulti,bells,2.4438,4.0000,0.8703
102377,0,ulti,acorns,2.5056,-8.0000,0.8755
102368,0,ulti,hearts,7.8217,8.0000,0.9926
102382,1,,,0.0000,0.0000,0.0000
102379,0,ulti,bells,2.9215,-8.0000,0.9101
102381,0,ulti,leaves,2.2973,-8.0000,0.8581
102378,0,parti,leaves,0.3814,-1.0000,0.6907
102375,0,parti,acorns,0.5708,1.0000,0.7854
102383,0,parti,bells,0.4891,1.0000,0.7446
102380,0,ulti,acorns,3.7154,4.0000,0.9763
102385,0,ulti,hearts,5.2776,8.0000,0.8866
102384,0,ulti,hearts,6.7604,8.0000,0.9483
102387,0,durchmars,,4.5000,6.0000,0.8750
102388,0,ulti,hearts,4.7477,8.0000,0.8645
102386,0,ulti,acorns,3.9556,4.0000,0.9963
102389,1,,,0.0000,0.0000,0.0000
102390,0,parti,hearts,1.0823,2.0000,0.7706
102391,0,parti,hearts,1.9991,2.0000,0.9998
102393,0,ulti,hearts,7.1906,8.0000,0.9663
102392,0,parti,bells,0.0231,-1.0000,0.5115
102400,1,,,0.0000,0.0000,0.0000
102396,0,parti,hearts,1.7003,-2.0000,0.9251
102395,0,parti,bells,0.7704,1.0000,0.8852
102399,0,ulti,bells,3.8855,4.0000,0.9905
102397,0,ulti,hearts,6.6440,-16.0000,0.9435
102398,0,parti,leaves,0.3331,1.0000,0.6665
102403,0,ulti,hearts,7.9883,8.0000,0.9995
102402,0,ulti,bells,2.7054,4.0000,0.8921
102401,0,parti,bells,0.1043,-1.0000,0.5521
102394,0,parti,acorns,0.6639,1.0000,0.8319
102405,0,parti,acorns,0.9825,1.0000,0.9913
102404,0,ulti,leaves,3.8673,4.0000,0.9889
102409,1,,,0.0000,0.0000,0.0000
102408,0,ulti,leaves,1.5198,-8.0000,0.7933
102407,0,parti,bells,0.2123,-1.0000,0.6062
102406,0,ulti,hearts,7.9186,8.0000,0.9966
102411,0,ulti,bells,2.9072,-8.0000,0.9089
102412,0,parti,hearts,1.9924,2.0000,0.9981
102410,0,parti,bells,0.2085,-1.0000,0.6043
102413,0,parti,bells,0.2536,1.0000,0.6268
102414,0,ulti,hearts,3.8548,8.0000,0.8273
102415,0,parti,hearts,1.6778,2.0000,0.9194
102417,1,,,0.0000,0.0000,0.0000
102416,0,ulti,hearts,6.9600,8.0000,0.9567
102420,1,,,0.0000,0.0000,0.0000
102418,0,ulti,bells,1.8610,4.0000,0.8217
102419,0,ulti,acorns,3.9924,4.0000,0.9994
102421,0,parti,leaves,0.5061,-1.0000,0.7531
102424,0,ulti,leaves,0.5207,-8.0000,0.7101
102422,0,ulti,leaves,1.0864,-8.0000,0.7572
102423,0,ulti,leaves,2.8585,-8.0000,0.9049
102425,0,ulti,hearts,7.8902,8.0000,0.9954
102426,0,ulti,hearts,4.3140,-16.0000,0.8464
102427,0,ulti,bells,0.8932,-8.0000,0.7411
102428,0,parti,hearts,0.8788,2.0000,0.7197
102429,0,ulti,bells,1.8779,-8.0000,0.8232
102435,1,,,0.0000,0.0000,0.0000
102434,0,ulti,bells,3.4038,4.0000,0.9503
102436,0,ulti,leaves,3.4912,4.0000,0.9576
102431,0,parti,hearts,0.6715,2.0000,0.6679
102437,0,ulti,acorns,3.6014,-8.0000,0.9668
102440,1,,,0.0000,0.0000,0.0000
102433,0,ulti,bells,3.4346,4.0000,0.9529
102438,0,ulti,leaves,2.3212,4.0000,0.8601
102432,0,parti,hearts,1.6001,2.0000,0.9000
102442,1,,,0.0000,0.0000,0.0000
102439,0,ulti,acorns,3.9897,4.0000,0.9991
102430,0,parti,bells,0.5761,1.0000,0.7881
102441,0,ulti,leaves,3.7419,4.0000,0.9785
102443,0,ulti,hearts,7.5797,-16.0000,0.9825
102445,0,ulti,leaves,1.7484,-8.0000,0.8124
102447,0,ulti,bells,3.9182,4.0000,0.9932
102450,1,,,0.0000,0.0000,0.0000
102444,0,parti,acorns,0.9689,1.0000,0.9845
102451,1,,,0.0000,0.0000,0.0000
102448,0,ulti,acorns,3.2260,-8.0000,0.9355
102446,0,parti,leaves,0.6913,-1.0000,0.8457
102452,0,ulti,acorns,1.4672,-8.0000,0.7889
102449,0,parti,acorns,0.8171,-1.0000,0.9085
102455,0,ulti,hearts,7.3497,-16.0000,0.9729
102458,0,ulti,acorns,1.5236,4.0000,0.7936
102456,0,ulti,leaves,3.4520,4.0000,0.9543
102461,0,betli,,1.9505,-5.0000,0.6950
102460,0,betli,,3.2943,-5.0000,0.8294
102457,0,ulti,bells,3.2335,4.0000,0.9361
102454,0,ulti,leaves,3.6913,4.0000,0.9743
102462,1,,,0.0000,0.0000,0.0000
102459,0,parti,leaves,0.3797,-1.0000,0.6898
102464,1,,,0.0000,0.0000,0.0000
102453,0,ulti,bells,3.9469,4.0000,0.9956
102467,1,,,0.0000,0.0000,0.0000
102463,0,parti,hearts,1.9587,2.0000,0.9897
102469,1,,,0.0000,0.0000,0.0000
102468,0,parti,bells,0.9851,1.0000,0.9925
102470,1,,,0.0000,0.0000,0.0000
102466,0,ulti,leaves,2.1868,4.0000,0.8489
102465,0,parti,hearts,0.6999,-2.0000,0.6750
102472,0,ulti,acorns,2.8637,4.0000,0.9053
102475,1,,,0.0000,0.0000,0.0000
102473,0,ulti,hearts,4.0267,8.0000,0.8344
102474,0,ulti,hearts,7.9608,8.0000,0.9984
102471,0,parti,hearts,1.9782,2.0000,0.9946
102477,0,ulti,bells,2.2710,4.0000,0.8559
102479,0,parti,hearts,1.9635,-2.0000,0.9909
102481,0,betli,,4.5822,5.0000,0.9582
102478,0,ulti,hearts,7.7263,8.0000,0.9886
102482,0,ulti,leaves,3.3900,4.0000,0.9492
102484,0,ulti,hearts,2.4467,-16.0000,0.7686
102483,0,ulti,acorns,1.6031,-8.0000,0.8003
102485,1,,,0.0000,0.0000,0.0000
102480,0,parti,hearts,1.7222,2.0000,0.9305
102487,1,,,0.0000,0.0000,0.0000
102476,0,parti,hearts,1.7130,2.0000,0.9282
102492,1,,,0.0000,0.0000,0.0000
102486,0,ulti,bells,3.5900,4.0000,0.9658
102490,0,ulti,bells,3.7776,4.0000,0.9815
102491,0,parti,bells,0.5691,1.0000,0.7845
102493,0,ulti,leaves,2.6453,-8.0000,0.8871
102494,0,ulti,acorns,3.8340,4.0000,0.9862
102496,0,ulti,leaves,3.8802,4.0000,0.9900
102499,0,parti,hearts,0.6463,-2.0000,0.6616
102500,0,parti,hearts,1.9988,2.0000,0.9997
102497,0,parti,hearts,0.2483,2.0000,0.5621
102495,0,parti,leaves,0.3277,-1.0000,0.6639
102498,0,parti,hearts,1.5295,2.0000,0.8824
102503,1,,,0.0000,0.0000,0.0000
102501,0,ulti,acorns,3.9926,4.0000,0.9994
102502,0,parti,hearts,1.9906,2.0000,0.9977
102504,0,ulti,leaves,3.6687,4.0000,0.9724
102505,0,ulti,acorns,3.7704,-8.0000,0.9809
102508,0,ulti,acorns,1.4201,-8.0000,0.7850
102509,1,,,0.0000,0.0000,0.0000
102511,0,ulti,leaves,3.3161,4.0000,0.9430
102512,0,ulti,leaves,2.9832,4.0000,0.9153
102514,1,,,0.0000,0.0000,0.0000
102489,0,ulti,hearts,7.9684,8.0000,0.9987
102506,0,ulti,leaves,3.9974,4.0000,0.9998
102513,0,ulti,bells,3.2467,4.0000,0.9372
102510,0,ulti,leaves,3.7355,-8.0000,0.9780
102507,0,ulti,hearts,7.2593,8.0000,0.9691
102516,1,,,0.0000,0.0000,0.0000
102517,1,,,0.0000,0.0000,0.0000
102518,1,,,0.0000,0.0000,0.0000
102523,1,,,0.0000,0.0000,0.0000
102522,0,ulti,bells,3.1886,4.0000,0.9324
102524,0,ulti,bells,1.4858,4.0000,0.7905
102525,0,ulti,bells,0.2216,-8.0000,0.6851
102519,0,ulti,leaves,3.5751,4.0000,0.9646
102521,0,ulti,leaves,3.7346,4.0000,0.9779
102488,0,ulti,bells,3.9663,4.0000,0.9972
102528,1,,,0.0000,0.0000,0.0000
102530,1,,,0.0000,0.0000,0.0000
102527,0,parti,leaves,0.2860,1.0000,0.6430
102534,1,,,0.0000,0.0000,0.0000
102533,0,ulti,hearts,2.1299,-16.0000,0.7554
102531,0,ulti,hearts,2.1912,8.0000,0.7580
102529,0,ulti,bells,3.0172,4.0000,0.9181
102526,0,ulti,hearts,7.9772,8.0000,0.9990
102532,0,parti,hearts,1.9914,2.0000,0.9978
102520,0,ulti,acorns,3.9908,4.0000,0.9992
102539,1,,,0.0000,0.0000,0.0000
102535,0,ulti,bells,1.1698,4.0000,0.7642
102537,0,ulti,leaves,2.1758,4.0000,0.8480
102536,0,parti,acorns,0.9997,1.0000,0.9998
102515,0,ulti,bells,3.9931,4.0000,0.9994
102543,0,ulti,hearts,4.7748,8.0000,0.8656
102538,0,parti,hearts,1.4174,2.0000,0.8543
102541,0,ulti,acorns,2.7980,4.0000,0.8998
102540,0,ulti,bells,3.6791,4.0000,0.9733
102545,0,betli,,4.8751,5.0000,0.9875
102542,0,ulti,leaves,3.5065,4.0000,0.9589
102544,0,ulti,hearts,5.8175,8.0000,0.9091
102546,0,parti,hearts,1.9993,2.0000,0.9998
102549,0,ulti,acorns,3.0426,4.0000,0.9202
102548,0,ulti,leaves,3.2082,-8.0000,0.9340
102547,0,parti,hearts,0.3453,-2.0000,0.5863
102550,0,betli,,0.2013,-5.0000,0.5201
102553,1,,,0.0000,0.0000,0.0000
102552,1,,,0.0000,0.0000,0.0000
102554,0,ulti,leaves,2.9082,4.0000,0.9090
102551,0,ulti,bells,3.9488,4.0000,0.9957
102556,0,ulti,hearts,7.3880,8.0000,0.9745
102555,0,ulti,bells,0.9014,-8.0000,0.7418
102558,1,,,0.0000,0.0000,0.0000
102557,0,ulti,hearts,7.3344,8.0000,0.9723
102559,0,parti,hearts,1.9575,2.0000,0.9894
102560,0,ulti,hearts,7.5334,8.0000,0.9806
102565,0,ulti,acorns,2.2516,4.0000,0.8543
102564,0,ulti,hearts,7.2105,8.0000,0.9671
102566,0,ulti,hearts,3.8913,-16.0000,0.8288
102567,0,ulti,bells,2.7669,4.0000,0.8972
102561,0,parti,hearts,0.4474,-2.0000,0.6118
102568,0,ulti,hearts,6.6824,-16.0000,0.9451
102572,1,,,0.0000,0.0000,0.0000
102570,0,ulti,leaves,2.0412,-8.0000,0.8368
102571,0,parti,hearts,0.1723,-2.0000,0.5431
102574,1,,,0.0000,0.0000,0.0000
102578,1,,,0.0000,0.0000,0.0000
102562,0,parti,leaves,0.4587,-1.0000,0.7293
102569,0,ulti,acorns,3.4494,4.0000,0.9541
102573,0,ulti,leaves,3.5656,4.0000,0.9638
102575,0,ulti,bells,3.7516,4.0000,0.9793
102576,0,ulti,bells,2.1954,4.0000,0.8496
102580,1,,,0.0000,0.0000,0.0000
102583,1,,,0.0000,0.0000,0.0000
102577,0,ulti,bells,2.7946,4.0000,0.8996
102563,0,ulti,acorns,3.9384,4.0000,0.9949
102582,0,ulti,bells,1.9478,4.0000,0.8290
102581,0,parti,acorns,0.4818,-1.0000,0.7409
102579,0,parti,acorns,0.5733,1.0000,0.7867
102586,0,ulti,hearts,3.1471,8.0000,0.7978
102585,0,parti,hearts,1.9591,2.0000,0.9898
102587,0,ulti,acorns,2.7638,4.0000,0.8970
102593,1,,,0.0000,0.0000,0.0000
102589,0,parti,hearts,1.3077,-2.0000,0.8269
102591,0,ulti,bells,3.9896,4.0000,0.9991
102590,0,ulti,leaves,3.4029,4.0000,0.9502
102594,0,parti,hearts,0.4662,2.0000,0.6165
102592,0,parti,leaves,0.9864,1.0000,0.9932
102588,0,parti,bells,0.5738,1.0000,0.7869
102599,1,,,0.0000,0.0000,0.0000
102600,1,,,0.0000,0.0000,0.0000
102597,0,ulti,bells,3.0401,4.0000,0.9200
102595,0,parti,hearts,0.0335,-2.0000,0.5084
102596,0,ulti,bells,3.3104,4.0000,0.9425
102601,0,ulti,bells,3.2797,4.0000,0.9400
102584,0,ulti,leaves,3.8467,4.0000,0.9872
102598,0,ulti,leaves,3.1093,4.0000,0.9258
102603,0,parti,hearts,1.9995,2.0000,0.9999
102604,0,ulti,leaves,3.6217,4.0000,0.9685
102606,1,,,0.0000,0.0000,0.0000
102605,0,ulti,acorns,2.6482,-8.0000,0.8874
102607,1,,,0.0000,0.0000,0.0000
102608,1,,,0.0000,0.0000,0.0000
102610,1,,,0.0000,0.0000,0.0000
102611,0,ulti,acorns,2.5593,4.0000,0.8799
102614,1,,,0.0000,0.0000,0.0000
102602,0,parti,acorns,0.9921,1.0000,0.9960
102609,0,parti,hearts,0.5310,-2.0000,0.6327
102613,0,ulti,leaves,3.6572,4.0000,0.9714
102618,1,,,0.0000,0.0000,0.0000
102615,0,parti,hearts,1.8867,2.0000,0.9717
102619,1,,,0.0000,0.0000,0.0000
102616,0,parti,bells,0.9994,1.0000,0.9997
102620,0,parti,hearts,1.9948,2.0000,0.9987
102623,1,,,0.0000,0.0000,0.0000
102626,1,,,0.0000,0.0000,0.0000
102617,0,parti,leaves,0.9219,1.0000,0.9609
102625,0,durchmars,,6.0000,6.0000,1.0000
102624,0,parti,hearts,1.8597,-2.0000,0.9649
102627,0,ulti,leaves,1.8390,-8.0000,0.8199
102621,0,ulti,leaves,3.9117,4.0000,0.9926
102622,0,parti,bells,0.9771,1.0000,0.9886
102630,0,ulti,hearts,7.4989,8.0000,0.9791
102629,0,ulti,bells,3.3063,4.0000,0.9422
102631,0,parti,acorns,0.2290,-1.0000,0.6145
102632,0,betli,,4.9113,5.0000,0.9911
102628,0,parti,hearts,1.5983,2.0000,0.8996
102634,1,,,0.0000,0.0000,0.0000
102633,0,betli,,1.4810,-5.0000,0.6481
102612,0,ulti,bells,3.9692,4.0000,0.9974
102638,1,,,0.0000,0.0000,0.0000
102636,0,ulti,leaves,0.5285,4.0000,0.7107
102639,0,ulti,leaves,2.6070,4.0000,0.8839
102637,0,betli,,4.8449,-5.0000,0.9845
102635,0,parti,leaves,0.7892,-1.0000,0.8946
102641,0,ulti,acorns,0.8111,4.0000,0.7343
102644,1,,,0.0000,0.0000,0.0000
102643,0,ulti,acorns,2.5424,4.0000,0.8785
102640,0,parti,bells,0.9901,1.0000,0.9950
102642,0,ulti,leaves,3.7448,4.0000,0.9787
102645,0,durchmars,,1.8750,-6.0000,0.6562
102648,1,,,0.0000,0.0000,0.0000
102649,1,,,0.0000,0.0000,0.0000
102647,0,parti,hearts,1.7137,2.0000,0.9284
102646,0,ulti,bells,3.9857,4.0000,0.9988
102652,0,ulti,hearts,0.8392,8.0000,0.7016
102650,0,parti,bells,0.0502,-1.0000,0.5251
102653,0,parti,hearts,1.8184,2.0000,0.9546
102656,1,,,0.0000,0.0000,0.0000
102651,0,parti,acorns,0.9113,1.0000,0.9557
102655,0,parti,hearts,1.9931,-2.0000,0.9983
102654,0,ulti,acorns,3.5205,4.0000,0.9600
102657,0,ulti,leaves,1.5096,-8.0000,0.7925
102659,0,ulti,bells,0.8653,-8.0000,0.7388
102661,0,parti,hearts,1.7410,-2.0000,0.9353
102658,0,ulti,acorns,3.6449,4.0000,0.9704
102663,0,ulti,acorns,3.3712,4.0000,0.9476
102664,0,ulti,acorns,3.1839,4.0000,0.9320
102660,0,parti,bells,0.9749,1.0000,0.9875
102662,0,parti,hearts,1.8373,2.0000,0.9593
102666,0,parti,hearts,1.7583,-2.0000,0.9396
102665,0,ulti,leaves,3.9008,4.0000,0.9917
102669,1,,,0.0000,0.0000,0.0000
102668,0,ulti,bells,1.9227,-8.0000,0.8269
102667,0,parti,hearts,0.2793,-2.0000,0.5698
102670,0,parti,leaves,0.4562,-1.0000,0.7281
102672,0,parti,hearts,1.8808,2.0000,0.9702
102675,1,,,0.0000,0.0000,0.0000
102674,1,,,0.0000,0.0000,0.0000
102673,0,ulti,bells,0.6488,-8.0000,0.7207
102676,0,ulti,hearts,2.7787,-16.0000,0.7824
102671,0,ulti,hearts,7.9996,8.0000,1.0000
102677,0,ulti,bells,3.9420,4.0000,0.9952
102678,0,ulti,acorns,2.3151,4.0000,0.8596
102680,0,ulti,hearts,7.9992,8.0000,1.0000
102679,0,ulti,hearts,3.4780,-16.0000,0.8116
102682,1,,,0.0000,0.0000,0.0000
102681,0,ulti,leaves,2.9970,-8.0000,0.9164
102687,1,,,0.0000,0.0000,0.0000
102683,0,ulti,acorns,3.9987,4.0000,0.9999
102684,0,parti,acorns,0.9998,1.0000,0.9999
102689,1,,,0.0000,0.0000,0.0000
102685,0,parti,hearts,1.8430,-2.0000,0.9608
102686,0,ulti,hearts,6.9014,8.0000,0.9542
102688,0,ulti,hearts,7.8247,8.0000,0.9927
102690,0,ulti,leaves,3.3735,4.0000,0.9478
102693,1,,,0.0000,0.0000,0.0000
102696,1,,,0.0000,0.0000,0.0000
102699,1,,,0.0000,0.0000,0.0000
102695,0,parti,hearts,1.5300,-2.0000,0.8825
102692,0,ulti,hearts,7.9300,8.0000,0.9971
102691,0,parti,acorns,0.4005,1.0000,0.7002
102702,1,,,0.0000,0.0000,0.0000
102700,0,betli,,1.8344,5.0000,0.6834
102703,1,,,0.0000,0.0000,0.0000
102697,0,parti,hearts,1.9407,2.0000,0.9852
102701,0,ulti,hearts,7.7195,8.0000,0.9883
102709,1,,,0.0000,0.0000,0.0000
102710,1,,,0.0000,0.0000,0.0000
102694,0,ulti,hearts,7.9795,8.0000,0.9991
102707,0,ulti,acorns,3.7486,4.0000,0.9790
102706,0,ulti,hearts,7.8256,8.0000,0.9927
102704,0,ulti,leaves,3.9561,4.0000,0.9963
102698,0,ulti,acorns,3.9556,4.0000,0.9963
102714,1,,,0.0000,0.0000,0.0000
102705,0,parti,acorns,0.7858,1.0000,0.8929
102716,1,,,0.0000,0.0000,0.0000
102711,0,ulti,leaves,3.9830,4.0000,0.9986
102712,0,parti,bells,0.2052,-1.0000,0.6026
102708,0,parti,bells,0.4886,1.0000,0.7443
102717,0,parti,leaves,0.9688,1.0000,0.9844
102713,0,ulti,bells,3.8398,-8.0000,0.9867
102715,0,ulti,hearts,7.9316,8.0000,0.9972
102719,0,parti,acorns,0.0533,-1.0000,0.5266
102718,0,ulti,hearts,0.6354,-16.0000,0.6931
102722,1,,,0.0000,0.0000,0.0000
102721,0,parti,hearts,1.9946,2.0000,0.9986
102724,1,,,0.0000,0.0000,0.0000
102727,1,,,0.0000,0.0000,0.0000
102726,1,,,0.0000,0.0000,0.0000
102731,1,,,0.0000,0.0000,0.0000
102729,0,parti,hearts,1.9357,2.0000,0.9839
102728,0,parti,bells,0.9981,1.0000,0.9991
102730,0,ulti,bells,1.9356,-8.0000,0.8280
102723,0,ulti,bells,3.9212,4.0000,0.9934
102725,0,ulti,hearts,7.4120,8.0000,0.9755
102732,0,ulti,leaves,3.4365,4.0000,0.9530
102736,1,,,0.0000,0.0000,0.0000
102733,0,ulti,leaves,1.7029,-8.0000,0.8086
102734,0,parti,acorns,0.1896,-1.0000,0.5948
102737,0,ulti,leaves,0.4266,4.0000,0.7022
102735,0,ulti,acorns,3.7859,4.0000,0.9822
102738,0,parti,hearts,1.9996,2.0000,0.9999
102740,1,,,0.0000,0.0000,0.0000
102742,0,ulti,acorns,3.6210,4.0000,0.9684
102741,0,ulti,acorns,3.1092,4.0000,0.9258
102739,0,parti,acorns,0.3026,-1.0000,0.6513
102746,1,,,0.0000,0.0000,0.0000
102720,0,ulti,hearts,7.9999,8.0000,1.0000
102744,0,ulti,leaves,2.8012,4.0000,0.9001
102745,0,parti,acorns,0.4745,1.0000,0.7373
102743,0,ulti,bells,3.9873,4.0000,0.9989
102747,1,,,0.0000,0.0000,0.0000
102748,0,ulti,hearts,4.6781,-16.0000,0.8616
102749,1,,,0.0000,0.0000,0.0000
102751,0,ulti,leaves,2.7399,4.0000,0.8950
102757,1,,,0.0000,0.0000,0.0000
102750,0,parti,leaves,0.8210,1.0000,0.9105
102756,0,parti,hearts,1.9999,2.0000,1.0000
102754,0,ulti,bells,3.9574,4.0000,0.9964
102755,0,parti,leaves,0.9999,1.0000,0.9999
102753,0,ulti,hearts,7.9438,8.0000,0.9977
102758,0,parti,hearts,1.0867,-2.0000,0.7717
102763,1,,,0.0000,0.0000,0.0000
102764,1,,,0.0000,0.0000,0.0000
102762,0,parti,hearts,1.5224,-2.0000,0.8806
102768,1,,,0.0000,0.0000,0.0000
102759,0,parti,leaves,0.9963,1.0000,0.9981
102766,0,parti,hearts,1.9991,2.0000,0.9998
102752,0,parti,acorns,0.5748,1.0000,0.7874
102761,0,parti,leaves,0.2850,-1.0000,0.6425
102767,0,ulti,hearts,7.8960,8.0000,0.9957
102771,1,,,0.0000,0.0000,0.0000
102770,0,ulti,acorns,2.8343,4.0000,0.9029
102769,0,ulti,hearts,4.8440,-16.0000,0.8685
102772,0,ulti,leaves,3.9695,4.0000,0.9975
102773,0,ulti,hearts,5.6041,8.0000,0.9002
102765,0,ulti,acorns,3.9983,4.0000,0.9999
102760,0,ulti,bells,3.9991,4.0000,0.9999
102774,0,parti,hearts,1.9939,2.0000,0.9985
102775,0,betli,,2.9542,-5.0000,0.7954
102778,0,ulti,bells,0.7576,4.0000,0.7298
102777,0,parti,bells,0.1127,1.0000,0.5564
102779,0,parti,bells,0.9667,1.0000,0.9834
102776,0,parti,hearts,1.4832,2.0000,0.8708
102781,1,,,0.0000,0.0000,0.0000
102782,1,,,0.0000,0.0000,0.0000
102780,0,parti,bells,0.6188,1.0000,0.8094
102785,1,,,0.0000,0.0000,0.0000
102783,0,ulti,acorns,3.8349,-8.0000,0.9862
102787,0,ulti,hearts,5.7551,-16.0000,0.9065
102786,0,parti,hearts,1.9999,2.0000,1.0000
102784,0,ulti,bells,3.5953,4.0000,0.9663
102788,0,parti,hearts,1.9713,2.0000,0.9928
102789,0,ulti,bells,3.7716,4.0000,0.9810
102795,1,,,0.0000,0.0000,0.0000
102791,0,parti,hearts,1.8979,2.0000,0.9745
102792,0,ulti,bells,3.5184,4.0000,0.9599
102790,0,parti,bells,0.9462,1.0000,0.9731
102793,0,ulti,leaves,3.1831,4.0000,0.9319
102794,0,ulti,acorns,3.8914,4.0000,0.9909
102797,0,ulti,hearts,5.7450,8.0000,0.9060
102798,0,ulti,bells,3.2476,-8.0000,0.9373
102802,1,,,0.0000,0.0000,0.0000
102799,0,ulti,acorns,1.6009,-8.0000,0.8001
102796,0,ulti,bells,3.9502,4.0000,0.9959
102803,0,ulti,hearts,7.3134,8.0000,0.9714
102801,0,ulti,acorns,1.5861,4.0000,0.7988
102800,0,parti,acorns,0.9089,1.0000,0.9544
102809,1,,,0.0000,0.0000,0.0000
102806,0,ulti,hearts,6.4195,8.0000,0.9341
102811,1,,,0.0000,0.0000,0.0000
102812,1,,,0.0000,0.0000,0.0000
102805,0,parti,leaves,0.5794,1.0000,0.7897
102804,0,parti,leaves,0.8095,1.0000,0.9047
102808,0,ulti,hearts,7.9390,8.0000,0.9975
102813,0,ulti,bells,3.7009,4.0000,0.9751
102810,0,ulti,hearts,7.4641,8.0000,0.9777
102807,0,ulti,leaves,3.8938,4.0000,0.9912
102815,1,,,0.0000,0.0000,0.0000
102816,1,,,0.0000,0.0000,0.0000
102814,0,ulti,acorns,3.3680,4.0000,0.9473
102817,0,ulti,bells,3.8329,4.0000,0.9861
102821,0,ulti,hearts,5.6494,8.0000,0.9021
102818,0,ulti,bells,3.9805,4.0000,0.9984
102823,0,parti,hearts,1.1616,-2.0000,0.7904
102820,0,parti,hearts,1.5331,-2.0000,0.8833
102824,0,parti,hearts,1.5201,2.0000,0.8800
102822,0,ulti,acorns,3.5382,4.0000,0.9615
102826,1,,,0.0000,0.0000,0.0000
102827,1,,,0.0000,0.0000,0.0000
102825,0,parti,hearts,1.9865,2.0000,0.9966
102828,0,ulti,acorns,2.7699,4.0000,0.8975
102819,0,parti,hearts,0.9297,2.0000,0.7324
102830,0,parti,hearts,1.8531,2.0000,0.9633
