seed,pass,contract,trump,pred_ev,actual_gp,p
101616,0,parti,acorns,0.6230,1.0000,0.8115
101622,1,,,0.0000,0.0000,0.0000
101617,0,ulti,acorns,2.9651,4.0000,0.9138
101624,1,,,0.0000,0.0000,0.0000
101618,0,ulti,acorns,3.7579,4.0000,0.9798
101609,0,ulti,acorns,3.9655,4.0000,0.9971
101627,1,,,0.0000,0.0000,0.0000
101628,1,,,0.0000,0.0000,0.0000
101625,0,ulti,hearts,3.0371,-16.0000,0.7932
101620,0,ulti,bells,3.4901,-8.0000,0.9575
101626,0,ulti,acorns,2.3442,4.0000,0.8620
101632,1,,,0.0000,0.0000,0.0000
101630,0,ulti,hearts,6.5234,-16.0000,0.9385
101623,0,ulti,hearts,3.9375,8.0000,0.8307
101634,0,ulti,acorns,3.7787,4.0000,0.9816
101636,1,,,0.0000,0.0000,0.0000
101633,0,ulti,hearts,6.4816,8.0000,0.9367
101638,1,,,0.0000,0.0000,0.0000
101621,0,ulti,hearts,7.9864,8.0000,0.9994
101640,1,,,0.0000,0.0000,0.0000
101637,0,parti,hearts,2.0000,2.0000,1.0000
101642,1,,,0.0000,0.0000,0.0000
101639,0,ulti,acorns,3.0277,4.0000,0.9190
101644,1,,,0.0000,0.0000,0.0000
101631,0,ulti,leaves,3.7627,4.0000,0.9802
101612,0,parti,acorns,0.8314,1.0000,0.9157
101646,0,ulti,acorns,3.8709,4.0000,0.9892
101648,1,,,0.0000,0.0000,0.0000
101649,1,,,0.0000,0.0000,0.0000
101650,1,,,0.0000,0.0000,0.0000
101651,1,,,0.0000,0.0000,0.0000
101652,1,,,0.0000,0.0000,0.0000
101643,0,parti,bells,0.9988,1.0000,0.9994
101619,0,parti,acorns,0.9754,1.0000,0.9877
101641,0,parti,bells,0.6768,-1.0000,0.8384
101629,0,ulti,hearts,7.9974,8.0000,0.9999
101657,1,,,0.0000,0.0000,0.0000
101658,1,,,0.0000,0.0000,0.0000
101653,0,ulti,hearts,4.3738,-16.0000,0.8489
101655,0,ulti,leaves,2.6738,4.0000,0.8895
101661,0,betli,,4.0594,-5.0000,0.9059
101662,1,,,0.0000,0.0000,0.0000
101647,0,ulti,bells,3.3722,4.0000,0.9477
101656,0,ulti,bells,3.5717,4.0000,0.9643
101660,0,ulti,leaves,3.9988,4.0000,0.9999
101635,0,ulti,hearts,7.9867,8.0000,0.9994
101663,0,ulti,hearts,7.8829,8.0000,0.9951
101668,1,,,0.0000,0.0000,0.0000
101654,0,ulti,leaves,3.8172,4.0000,0.9848
101664,0,betli,,4.9822,5.0000,0.9982
101671,1,,,0.0000,0.0000,0.0000
101667,0,ulti,bells,3.4800,4.0000,0.9567
101669,0,ulti,leaves,1.8755,-8.0000,0.8230
101674,1,,,0.0000,0.0000,0.0000
101675,1,,,0.0000,0.0000,0.0000
101665,0,ulti,bells,3.9836,4.0000,0.9986
101672,0,ulti,bells,3.2010,4.0000,0.9334
101666,0,parti,hearts,0.7556,-2.0000,0.6889
101677,0,ulti,acorns,3.8414,4.0000,0.9868
101678,0,ulti,acorns,3.0596,-8.0000,0.9216
101681,1,,,0.0000,0.0000,0.0000
101682,1,,,0.0000,0.0000,0.0000
101659,0,parti,hearts,1.9921,2.0000,0.9980
101684,1,,,0.0000,0.0000,0.0000
101685,1,,,0.0000,0.0000,0.0000
101673,0,ulti,leaves,3.3270,4.0000,0.9439
101683,0,ulti,hearts,7.4344,8.0000,0.9764
101688,1,,,0.0000,0.0000,0.0000
101687,0,ulti,hearts,5.7357,8.0000,0.9057
101690,1,,,0.0000,0.0000,0.0000
101645,0,ulti,leaves,3.9748,4.0000,0.9979
101680,0,ulti,bells,3.9531,4.0000,0.9961
101689,0,parti,hearts,1.9728,2.0000,0.9932
101676,0,ulti,bells,3.9351,4.0000,0.9946
101686,0,ulti,leaves,3.8937,4.0000,0.9911
101679,0,ulti,hearts,7.5403,8.0000,0.9808
101691,0,ulti,bells,2.0637,-8.0000,0.8386
101693,0,parti,acorns,0.6627,1.0000,0.8314
101692,0,ulti,acorns,3.9530,4.0000,0.9961
101697,0,ulti,bells,2.8489,4.0000,0.9041
101701,1,,,0.0000,0.0000,0.0000
101694,0,parti,hearts,1.2833,2.0000,0.8208
101670,0,ulti,acorns,3.9971,4.0000,0.9998
101700,0,parti,hearts,1.6296,2.0000,0.9074
101703,0,ulti,acorns,2.3711,-8.0000,0.8643
101695,0,ulti,bells,3.4170,4.0000,0.9514
101705,0,ulti,bells,2.2434,-8.0000,0.8536
101696,0,parti,acorns,0.9898,-1.0000,0.9949
101709,1,,,0.0000,0.0000,0.0000
101708,0,ulti,leaves,2.0418,-8.0000,0.8368
101699,0,ulti,hearts,7.4720,-16.0000,0.9780
101706,0,parti,leaves,0.6962,1.0000,0.8481
101711,0,ulti,acorns,2.0386,4.0000,0.8366
101698,0,ulti,acorns,3.9725,4.0000,0.9977
101713,0,ulti,hearts,3.1474,8.0000,0.7978
101704,0,ulti,hearts,7.9988,8.0000,1.0000
101710,0,ulti,bells,3.9954,4.0000,0.9996
101718,1,,,0.0000,0.0000,0.0000
101715,0,parti,leaves,0.8455,1.0000,0.9227
101720,1,,,0.0000,0.0000,0.0000
101717,0,ulti,acorns,3.7591,4.0000,0.9799
101722,1,,,0.0000,0.0000,0.0000
101714,0,parti,bells,0.7225,-1.0000,0.8613
101721,0,ulti,acorns,3.7516,4.0000,0.9793
101725,1,,,0.0000,0.0000,0.0000
101726,1,,,0.0000,0.0000,0.0000
101702,0,parti,leaves,0.7835,1.0000,0.8918
101716,0,parti,acorns,0.9571,1.0000,0.9785
101729,1,,,0.0000,0.0000,0.0000
101707,0,ulti,hearts,7.9460,8.0000,0.9978
101731,0,ulti,hearts,4.1485,8.0000,0.8395
101719,0,parti,hearts,1.1662,2.0000,0.7916
101732,1,,,0.0000,0.0000,0.0000
101730,0,parti,bells,0.9947,1.0000,0.9974
101727,0,ulti,hearts,7.7755,8.0000,0.9906
101736,1,,,0.0000,0.0000,0.0000
101723,0,ulti,bells,3.9566,4.0000,0.9964
101712,0,parti,bells,0.8031,1.0000,0.9015
101733,0,ulti,acorns,2.8342,4.0000,0.9029
101724,0,parti,hearts,1.4661,2.0000,0.8665
101735,0,parti,leaves,0.9316,-1.0000,0.9658
101739,0,parti,leaves,0.6516,-1.0000,0.8258
101740,0,ulti,hearts,2.8543,8.0000,0.7856
101744,1,,,0.0000,0.0000,0.0000
101742,0,betli,,4.9596,-5.0000,0.9960
101746,1,,,0.0000,0.0000,0.0000
101745,0,ulti,leaves,2.1112,4.0000,0.8426
101748,1,,,0.0000,0.0000,0.0000
101749,1,,,0.0000,0.0000,0.0000
101741,0,parti,hearts,1.9095,2.0000,0.9774
101750,0,ulti,hearts,5.2478,-16.0000,0.8853
101747,0,parti,hearts,1.1193,-2.0000,0.7798
101753,1,,,0.0000,0.0000,0.0000
101754,1,,,0.0000,0.0000,0.0000
101755,1,,,0.0000,0.0000,0.0000
101737,0,ulti,acorns,3.9515,4.0000,0.9960
101734,0,ulti,leaves,3.7868,4.0000,0.9822
101756,0,ulti,bells,3.8275,4.0000,0.9856
101757,0,ulti,bells,2.3405,4.0000,0.8617
101743,0,ulti,acorns,3.9071,4.0000,0.9923
101728,0,parti,hearts,1.0858,2.0000,0.7714
101738,0,ulti,hearts,7.8934,-16.0000,0.9956
101763,1,,,0.0000,0.0000,0.0000
101760,0,parti,hearts,1.7839,-2.0000,0.9460
101751,0,parti,leaves,0.7397,1.0000,0.8698
101766,1,,,0.0000,0.0000,0.0000
101752,0,ulti,bells,3.9915,4.0000,0.9993
101767,0,ulti,hearts,2.7229,8.0000,0.7801
101769,1,,,0.0000,0.0000,0.0000
101768,0,ulti,leaves,3.3133,4.0000,0.9428
101771,1,,,0.0000,0.0000,0.0000
101758,0,ulti,leaves,3.8539,4.0000,0.9878
101773,1,,,0.0000,0.0000,0.0000
101764,0,ulti,bells,3.9998,4.0000,1.0000
101775,1,,,0.0000,0.0000,0.0000
101774,0,ulti,hearts,7.1904,8.0000,0.9663
101770,0,parti,hearts,1.3111,-2.0000,0.8278
101776,0,ulti,leaves,2.8443,4.0000,0.9037
101772,0,parti,acorns,0.6061,1.0000,0.8030
101759,0,ulti,acorns,3.9999,4.0000,1.0000
101778,0,parti,hearts,1.1840,-2.0000,0.7960
101782,1,,,0.0000,0.0000,0.0000
101780,0,ulti,bells,1.8719,-8.0000,0.8227
101761,0,parti,acorns,0.6297,-1.0000,0.8149
101785,1,,,0.0000,0.0000,0.0000
101783,0,ulti,leaves,3.2474,-8.0000,0.9373
101779,0,ulti,leaves,3.9142,4.0000,0.9929
101788,1,,,0.0000,0.0000,0.0000
101789,1,,,0.0000,0.0000,0.0000
101784,0,ulti,leaves,3.6232,4.0000,0.9686
101786,0,ulti,acorns,2.3274,4.0000,0.8606
101792,1,,,0.0000,0.0000,0.0000
101777,0,ulti,hearts,7.9406,8.0000,0.9975
101794,1,,,0.0000,0.0000,0.0000
101791,0,parti,hearts,1.9999,2.0000,1.0000
101793,0,ulti,hearts,7.7830,8.0000,0.9910
101797,1,,,0.0000,0.0000,0.0000
101790,0,ulti,hearts,6.6822,8.0000,0.9451
101796,0,ulti,hearts,7.9340,8.0000,0.9972
101781,0,ulti,acorns,3.9627,4.0000,0.9969
101798,0,ulti,hearts,6.8964,8.0000,0.9540
101795,0,parti,hearts,1.3551,2.0000,0.8388
101800,0,ulti,hearts,4.0472,-16.0000,0.8353
101765,0,ulti,bells,3.9921,4.0000,0.9993
101805,1,,,0.0000,0.0000,0.0000
101806,1,,,0.0000,0.0000,0.0000
101787,0,ulti,bells,3.6192,4.0000,0.9683
101804,0,ulti,leaves,3.1851,4.0000,0.9321
101799,0,parti,leaves,0.6024,-1.0000,0.8012
101810,1,,,0.0000,0.0000,0.0000
101811,1,,,0.0000,0.0000,0.0000
101807,0,parti,leaves,0.9943,1.0000,0.9972
101813,1,,,0.0000,0.0000,0.0000
101814,1,,,0.0000,0.0000,0.0000
101815,1,,,0.0000,0.0000,0.0000
101816,1,,,0.0000,0.0000,0.0000
101817,1,,,0.0000,0.0000,0.0000
101818,1,,,0.0000,0.0000,0.0000
101819,1,,,0.0000,0.0000,0.0000
101812,0,ulti,leaves,1.5572,4.0000,0.7964
101808,0,ulti,acorns,3.9946,4.0000,0.9995
101821,0,ulti,leaves,3.1037,4.0000,0.9253
101823,0,ulti,hearts,7.7320,8.0000,0.9888
101824,1,,,0.0000,0.0000,0.0000
101820,0,parti,acorns,0.6999,1.0000,0.8499
101809,0,parti,hearts,0.6637,-2.0000,0.6659
101827,1,,,0.0000,0.0000,0.0000
101802,0,parti,hearts,0.9759,2.0000,0.7440
101829,1,,,0.0000,0.0000,0.0000
101830,0,parti,hearts,0.8076,2.0000,0.7019
101831,0,ulti,hearts,7.1125,-16.0000,0.9630
101826,0,ulti,acorns,3.8723,4.0000,0.9894
101828,0,ulti,bells,3.9378,4.0000,0.9948
101832,0,ulti,bells,2.7957,-8.0000,0.8996
101833,0,ulti,leaves,2.2870,4.0000,0.8572
101822,0,parti,bells,0.5133,-1.0000,0.7567
101836,0,ulti,hearts,7.3051,8.0000,0.9710
101834,0,ulti,leaves,3.0017,4.0000,0.9168
101835,0,ulti,bells,3.9219,4.0000,0.9935
101837,0,ulti,bells,3.1546,-8.0000,0.9296
101838,0,ulti,hearts,2.4515,-16.0000,0.7688
101839,0,ulti,acorns,3.8571,4.0000,0.9881
101840,0,parti,hearts,1.9959,2.0000,0.9990
101843,0,parti,hearts,1.2982,2.0000,0.8245
101825,0,parti,acorns,0.9275,1.0000,0.9637
101846,0,ulti,acorns,3.1194,-8.0000,0.9266
101842,0,ulti,hearts,7.3029,8.0000,0.9710
101848,1,,,0.0000,0.0000,0.0000
101841,0,ulti,acorns,3.4941,4.0000,0.9578
101801,0,parti,leaves,0.8887,1.0000,0.9444
101851,1,,,0.0000,0.0000,0.0000
101847,0,ulti,hearts,7.7619,8.0000,0.9901
101849,0,ulti,acorns,1.8288,4.0000,0.8191
101845,0,ulti,hearts,7.5916,-16.0000,0.9830
101855,1,,,0.0000,0.0000,0.0000
101850,0,ulti,hearts,2.9420,-16.0000,0.7893
101844,0,ulti,hearts,6.3634,8.0000,0.9318
101852,0,parti,hearts,1.8208,-2.0000,0.9552
101856,0,parti,hearts,1.9998,2.0000,0.9999
101860,1,,,0.0000,0.0000,0.0000
101859,0,ulti,acorns,3.7062,4.0000,0.9755
101857,0,parti,hearts,1.9999,2.0000,1.0000
101863,1,,,0.0000,0.0000,0.0000
101864,1,,,0.0000,0.0000,0.0000
101865,1,,,0.0000,0.0000,0.0000
101861,0,ulti,hearts,3.2178,8.0000,0.8007
101867,1,,,0.0000,0.0000,0.0000
101868,1,,,0.0000,0.0000,0.0000
101762,0,ulti,acorns,3.9983,4.0000,0.9999
101870,1,,,0.0000,0.0000,0.0000
101871,1,,,0.0000,0.0000,0.0000
101872,1,,,0.0000,0.0000,0.0000
101873,1,,,0.0000,0.0000,0.0000
101866,0,ulti,leaves,2.7198,-8.0000,0.8933
101858,0,parti,leaves,0.9940,1.0000,0.9970
101875,1,,,0.0000,0.0000,0.0000
101876,1,,,0.0000,0.0000,0.0000
101877,0,ulti,hearts,3.1021,-16.0000,0.7959
101874,0,parti,hearts,0.9315,2.0000,0.7329
101880,1,,,0.0000,0.0000,0.0000
101881,1,,,0.0000,0.0000,0.0000
101803,0,ulti,bells,3.9905,4.0000,0.9992
101883,1,,,0.0000,0.0000,0.0000
101879,0,parti,hearts,1.5120,-2.0000,0.8780
101882,0,ulti,hearts,6.5387,8.0000,0.9391
101853,0,ulti,leaves,3.9263,4.0000,0.9939
101884,0,ulti,hearts,6.3911,-16.0000,0.9330
101888,1,,,0.0000,0.0000,0.0000
101889,1,,,0.0000,0.0000,0.0000
101854,0,ulti,hearts,6.3795,8.0000,0.9325
101891,1,,,0.0000,0.0000,0.0000
101885,0,ulti,bells,3.1244,-8.0000,0.9270
101862,0,ulti,leaves,3.8900,4.0000,0.9908
101887,0,ulti,hearts,5.7889,-16.0000,0.9079
101890,0,ulti,bells,3.8989,4.0000,0.9916
101893,0,ulti,hearts,4.5537,-16.0000,0.8564
101894,0,ulti,acorns,2.1556,4.0000,0.8463
101898,1,,,0.0000,0.0000,0.0000
101878,0,ulti,leaves,3.6381,4.0000,0.9698
101895,0,ulti,bells,3.5890,4.0000,0.9657
101900,0,ulti,bells,3.2483,4.0000,0.9374
101896,0,parti,bells,0.9978,1.0000,0.9989
101902,0,ulti,leaves,3.4111,4.0000,0.9509
101904,1,,,0.0000,0.0000,0.0000
101905,1,,,0.0000,0.0000,0.0000
101903,0,parti,hearts,1.1242,-2.0000,0.7810
101886,0,parti,hearts,1.5696,-2.0000,0.8924
101906,0,ulti,hearts,3.7920,-16.0000,0.8247
101908,0,ulti,acorns,2.2261,-8.0000,0.8522
101910,0,ulti,leaves,2.7490,-8.0000,0.8957
101897,0,parti,leaves,0.9885,1.0000,0.9943
101909,0,ulti,hearts,7.4122,8.0000,0.9755
101913,1,,,0.0000,0.0000,0.0000
101914,1,,,0.0000,0.0000,0.0000
101899,0,ulti,leaves,3.8198,4.0000,0.9850
101911,0,parti,hearts,1.9980,2.0000,0.9995
101917,1,,,0.0000,0.0000,0.0000
101918,1,,,0.0000,0.0000,0.0000
101912,0,parti,hearts,1.9855,-2.0000,0.9964
101920,0,ulti,acorns,2.7448,4.0000,0.8954
101919,0,ulti,acorns,3.5719,4.0000,0.9643
101915,0,ulti,leaves,3.6699,4.0000,0.9725
101923,1,,,0.0000,0.0000,0.0000
101922,0,ulti,leaves,3.1555,4.0000,0.9296
101916,0,ulti,leaves,3.9309,4.0000,0.9942
101924,0,parti,hearts,1.3536,-2.0000,0.8384
101925,0,ulti,leaves,3.9867,4.0000,0.9989
101921,0,ulti,bells,3.9768,4.0000,0.9981
101929,1,,,0.0000,0.0000,0.0000
101927,0,ulti,bells,3.5266,4.0000,0.9605
101930,0,ulti,hearts,3.1085,-16.0000,0.7962
101907,0,ulti,hearts,7.9972,8.0000,0.9999
101928,0,parti,hearts,0.7264,-2.0000,0.6816
101934,1,,,0.0000,0.0000,0.0000
101932,0,parti,hearts,1.9454,2.0000,0.9864
101936,1,,,0.0000,0.0000,0.0000
101931,0,parti,hearts,1.3539,-2.0000,0.8385
101938,1,,,0.0000,0.0000,0.0000
101869,0,ulti,leaves,3.9911,4.0000,0.9993
101940,1,,,0.0000,0.0000,0.0000
101935,0,ulti,leaves,3.7219,4.0000,0.9768
101941,1,,,0.0000,0.0000,0.0000
101933,0,parti,hearts,1.5536,2.0000,0.8884
101892,0,ulti,acorns,3.9783,4.0000,0.9982
101944,0,ulti,leaves,2.5239,-8.0000,0.8770
101946,0,ulti,bells,2.9477,4.0000,0.9123
101947,1,,,0.0000,0.0000,0.0000
101945,0,ulti,bells,2.1058,-8.0000,0.8422
101943,0,ulti,bells,1.5985,-8.0000,0.7999
101950,0,parti,hearts,1.9994,2.0000,0.9999
101948,0,parti,leaves,0.9927,1.0000,0.9964
101901,0,ulti,leaves,3.9823,4.0000,0.9985
101951,0,parti,hearts,1.9936,2.0000,0.9984
101952,0,ulti,hearts,4.7059,8.0000,0.8627
101939,0,ulti,hearts,7.8328,8.0000,0.9930
101956,1,,,0.0000,0.0000,0.0000
101955,0,parti,hearts,1.3999,2.0000,0.8500
101958,1,,,0.0000,0.0000,0.0000
101957,0,ulti,leaves,3.5172,-8.0000,0.9598
101960,1,,,0.0000,0.0000,0.0000
101953,0,ulti,bells,3.3952,4.0000,0.9496
101961,1,,,0.0000,0.0000,0.0000
101963,1,,,0.0000,0.0000,0.0000
101962,1,,,0.0000,0.0000,0.0000
101964,1,,,0.0000,0.0000,0.0000
101965,1,,,0.0000,0.0000,0.0000
101966,1,,,0.0000,0.0000,0.0000
101967,1,,,0.0000,0.0000,0.0000
101954,0,ulti,leaves,2.9638,4.0000,0.9136
101970,1,,,0.0000,0.0000,0.0000
101959,0,ulti,acorns,2.3539,-8.0000,0.8628
101937,0,parti,acorns,0.9780,-1.0000,0.9890
101971,0,ulti,acorns,3.0629,-8.0000,0.9219
101972,0,ulti,bells,1.7032,4.0000,0.8086
101926,0,ulti,leaves,3.9933,4.0000,0.9994
101973,0,ulti,leaves,2.8472,4.0000,0.9039
101968,0,parti,leaves,0.9954,1.0000,0.9977
101978,1,,,0.0000,0.0000,0.0000
101979,0,ulti,hearts,2.0912,-16.0000,0.7538
101976,0,ulti,leaves,3.9522,4.0000,0.9960
101975,0,ulti,leaves,3.9796,4.0000,0.9983
101977,0,ulti,leaves,3.9763,4.0000,0.9980
101981,0,ulti,acorns,3.7008,4.0000,0.9751
101969,0,parti,hearts,1.9971,2.0000,0.9993
101983,0,parti,hearts,1.9997,2.0000,0.9999
101986,1,,,0.0000,0.0000,0.0000
101984,0,ulti,bells,2.6587,-8.0000,0.8882
101987,0,ulti,hearts,4.7604,-16.0000,0.8650
101989,1,,,0.0000,0.0000,0.0000
101982,0,ulti,hearts,3.4198,-16.0000,0.8092
101991,1,,,0.0000,0.0000,0.0000
101942,0,parti,hearts,1.6657,-2.0000,0.9164
101988,0,ulti,hearts,7.9919,8.0000,0.9997
101993,1,,,0.0000,0.0000,0.0000
101994,1,,,0.0000,0.0000,0.0000
101974,0,ulti,leaves,3.9987,4.0000,0.9999
101990,0,ulti,bells,3.1935,4.0000,0.9328
101992,0,ulti,hearts,5.8504,-16.0000,0.9104
101997,0,ulti,leaves,3.7881,4.0000,0.9823
102000,1,,,0.0000,0.0000,0.0000
102001,1,,,0.0000,0.0000,0.0000
101980,0,parti,hearts,1.7556,2.0000,0.9389
101996,0,betli,,4.9119,-5.0000,0.9912
102004,1,,,0.0000,0.0000,0.0000
102005,1,,,0.0000,0.0000,0.0000
101985,0,ulti,bells,3.4612,4.0000,0.9551
102007,1,,,0.0000,0.0000,0.0000
102002,0,ulti,acorns,2.1904,-8.0000,0.8492
102006,0,ulti,bells,2.4689,4.0000,0.8724
102010,0,ulti,hearts,3.0938,8.0000,0.7956
102009,0,ulti,leaves,2.2127,-8.0000,0.8511
102012,0,ulti,hearts,5.3279,8.0000,0.8887
102011,0,ulti,leaves,3.2952,4.0000,0.9413
102014,1,,,0.0000,0.0000,0.0000
101995,0,ulti,hearts,7.7796,8.0000,0.9908
102015,0,ulti,bells,3.1857,4.0000,0.9321
102013,0,ulti,leaves,3.2811,4.0000,0.9401
102018,1,,,0.0000,0.0000,0.0000
102017,1,,,0.0000,0.0000,0.0000
102020,1,,,0.0000,0.0000,0.0000
102016,0,ulti,hearts,4.9663,8.0000,0.8736
102003,0,ulti,hearts,7.1750,8.0000,0.9656
102023,1,,,0.0000,0.0000,0.0000
102008,0,parti,leaves,0.9398,-1.0000,0.9699
101999,0,ulti,hearts,7.6623,8.0000,0.9859
102024,0,ulti,bells,3.9768,4.0000,0.9981
102021,0,ulti,leaves,3.9872,4.0000,0.9989
102022,0,parti,hearts,1.9493,-2.0000,0.9873
102029,1,,,0.0000,0.0000,0.0000
102028,0,parti,hearts,1.7905,-2.0000,0.9476
102031,1,,,0.0000,0.0000,0.0000
102030,0,ulti,bells,3.9349,4.0000,0.9946
102027,0,parti,leaves,0.6031,-1.0000,0.8016
102032,0,ulti,bells,3.9723,4.0000,0.9977
102026,0,ulti,bells,3.9947,4.0000,0.9996
102025,0,ulti,bells,3.7484,4.0000,0.9790
102036,0,ulti,hearts,6.9728,8.0000,0.9572
102033,0,ulti,hearts,6.2900,8.0000,0.9287
101998,0,ulti,hearts,7.9992,8.0000,1.0000
101949,0,ulti,leaves,3.9811,4.0000,0.9984
102041,1,,,0.0000,0.0000,0.0000
102038,0,parti,hearts,1.9933,-2.0000,0.9983
102042,0,ulti,bells,2.2338,4.0000,0.8528
102044,1,,,0.0000,0.0000,0.0000
102039,0,ulti,acorns,3.9258,-8.0000,0.9938
102035,0,parti,hearts,0.8543,-2.0000,0.7136
102043,0,ulti,acorns,1.7249,4.0000,0.8104
102048,1,,,0.0000,0.0000,0.0000
102040,0,parti,hearts,1.4381,-2.0000,0.8595
102019,0,ulti,hearts,7.9502,8.0000,0.9979
102050,0,ulti,hearts,4.0154,-16.0000,0.8340
102034,0,ulti,acorns,3.8610,4.0000,0.9884
102052,1,,,0.0000,0.0000,0.0000
102053,1,,,0.0000,0.0000,0.0000
102046,0,ulti,hearts,7.7774,8.0000,0.9907
102037,0,ulti,bells,3.9619,4.0000,0.9968
102057,1,,,0.0000,0.0000,0.0000
102054,0,ulti,leaves,3.9554,4.0000,0.9963
102055,0,parti,hearts,1.9068,2.0000,0.9767
102049,0,ulti,acorns,3.9418,4.0000,0.9951
102061,1,,,0.0000,0.0000,0.0000
102047,0,ulti,acorns,3.4504,4.0000,0.9542
102058,0,parti,bells,0.5975,-1.0000,0.7987
102051,0,ulti,bells,3.8265,4.0000,0.9855
102062,0,ulti,acorns,2.8667,4.0000,0.9056
102065,1,,,0.0000,0.0000,0.0000
102063,0,parti,hearts,1.9958,2.0000,0.9989
102068,1,,,0.0000,0.0000,0.0000
102067,0,ulti,hearts,3.4963,8.0000,0.8123
102070,1,,,0.0000,0.0000,0.0000
102066,0,ulti,bells,3.1614,-8.0000,0.9301
102064,0,parti,bells,0.9997,1.0000,0.9999
102073,1,,,0.0000,0.0000,0.0000
102071,0,ulti,hearts,2.3616,8.0000,0.7651
102056,0,ulti,acorns,3.7800,4.0000,0.9817
102076,1,,,0.0000,0.0000,0.0000
102072,0,ulti,bells,3.9812,4.0000,0.9984
102078,0,ulti,acorns,2.0392,-8.0000,0.8366
102079,1,,,0.0000,0.0000,0.0000
102045,0,parti,leaves,0.7364,1.0000,0.8682
102081,0,ulti,hearts,5.4234,-16.0000,0.8926
102082,1,,,0.0000,0.0000,0.0000
102083,1,,,0.0000,0.0000,0.0000
102080,0,ulti,acorns,3.8794,4.0000,0.9900
102077,0,ulti,bells,3.9970,4.0000,0.9997
102086,1,,,0.0000,0.0000,0.0000
102085,0,ulti,bells,2.8474,-8.0000,0.9040
102074,0,parti,hearts,1.9434,2.0000,0.9859
102075,0,parti,leaves,0.7460,1.0000,0.8730
102084,0,ulti,hearts,7.9111,8.0000,0.9963
102087,0,ulti,acorns,3.9865,4.0000,0.9989
102092,1,,,0.0000,0.0000,0.0000
102093,1,,,0.0000,0.0000,0.0000
102088,0,ulti,leaves,3.6697,4.0000,0.9725
102094,0,ulti,acorns,3.0165,4.0000,0.9180
102096,1,,,0.0000,0.0000,0.0000
102059,0,ulti,leaves,3.9921,4.0000,0.9993
102090,0,ulti,hearts,7.5618,8.0000,0.9817
102060,0,ulti,acorns,3.9994,4.0000,1.0000
102100,1,,,0.0000,0.0000,0.0000
102101,1,,,0.0000,0.0000,0.0000
102102,1,,,0.0000,0.0000,0.0000
102097,0,parti,bells,0.9992,1.0000,0.9996
102099,0,ulti,leaves,2.3882,-8.0000,0.8657
102091,0,parti,hearts,1.8377,2.0000,0.9594
102106,1,,,0.0000,0.0000,0.0000
102103,0,ulti,hearts,3.1117,8.0000,0.7963
102095,0,ulti,leaves,3.0453,4.0000,0.9204
102089,0,parti,bells,0.9875,1.0000,0.9938
102069,0,parti,hearts,1.6915,2.0000,0.9229
102111,1,,,0.0000,0.0000,0.0000
102112,0,parti,bells,0.9793,1.0000,0.9896
102113,1,,,0.0000,0.0000,0.0000
102109,0,parti,acorns,0.6462,-1.0000,0.8231
102105,0,parti,bells,0.8429,1.0000,0.9214
102115,0,parti,hearts,1.5107,2.0000,0.8777
102117,1,,,0.0000,0.0000,0.0000
102108,0,ulti,acorns,3.7253,4.0000,0.9771
102119,1,,,0.0000,0.0000,0.0000
102116,0,parti,acorns,0.7455,1.0000,0.8727
102110,0,parti,bells,0.7575,-1.0000,0.8788
102121,0,ulti,hearts,4.7522,-16.0000,0.8647
102114,0,ulti,hearts,7.9886,8.0000,0.9995
102124,0,ulti,hearts,7.2629,8.0000,0.9693
102098,0,parti,acorns,0.9277,1.0000,0.9638
102126,1,,,0.0000,0.0000,0.0000
102125,0,ulti,hearts,2.8234,-16.0000,0.7843
102128,1,,,0.0000,0.0000,0.0000
102127,0,ulti,hearts,7.3924,8.0000,0.9747
102130,1,,,0.0000,0.0000,0.0000
102122,0,parti,hearts,1.4787,-2.0000,0.8697
102132,0,ulti,bells,3.9816,4.0000,0.9985
102129,0,parti,hearts,1.3603,-2.0000,0.8401
102104,0,ulti,hearts,7.9687,8.0000,0.9987
102135,0,ulti,bells,2.5450,-8.0000,0.8787
102136,1,,,0.0000,0.0000,0.0000
102133,0,ulti,leaves,3.3174,4.0000,0.9431
102131,0,ulti,acorns,3.7864,4.0000,0.9822
102120,0,ulti,bells,3.9985,4.0000,0.9999
102118,0,ulti,leaves,3.9956,4.0000,0.9996
102123,0,ulti,hearts,7.9982,8.0000,0.9999
102137,0,ulti,acorns,3.6477,4.0000,0.9706
102139,0,ulti,leaves,1.9792,4.0000,0.8316
102144,1,,,0.0000,0.0000,0.0000
102145,1,,,0.0000,0.0000,0.0000
102140,0,ulti,leaves,2.0754,-8.0000,0.8396
102147,1,,,0.0000,0.0000,0.0000
102148,1,,,0.0000,0.0000,0.0000
102141,0,parti,leaves,0.5605,-1.0000,0.7803
102150,0,ulti,hearts,4.6761,-16.0000,0.8615
102151,1,,,0.0000,0.0000,0.0000
102142,0,parti,bells,0.8230,1.0000,0.9115
102146,0,ulti,bells,3.9436,4.0000,0.9953
102143,0,ulti,leaves,3.0117,4.0000,0.9176
102155,1,,,0.0000,0.0000,0.0000
102156,1,,,0.0000,0.0000,0.0000
102157,0,ulti,acorns,3.8955,4.0000,0.9913
102158,1,,,0.0000,0.0000,0.0000
102159,1,,,0.0000,0.0000,0.0000
102152,0,ulti,bells,3.8980,4.0000,0.9915
